Publication.Year,Study.Name,Study.Name.numbered,Title,Journal,Paper.Notes,WoS.Search,Google.Scholar,Partial.database,Original.Source_Publication.Year,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,Order,Common.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Current.Parent,Regional.Threat.Status,IUCN.Status.Current_SUB,Threat_Status_SUB,Latitude,Longitude,Wild.Managed.Captive,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,Clutch.Size.BoW,Clutch.Size.NZBO,Av.Clutch.Size,Av.Clutch.Size.Mean,Cooney2020_log.Clutch.Size,Cooney2020_10^.Clutch.Size,Nest.Clutch.no,Eggs.no,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.Clutch.Size,Egg.BoW.Clutch.Size,Total,Cases,Proportion,Standardised.Hatching.Success.Definition,Standardised.Hatchability.Definition,Other.Definition,Calculations.Estimations_HatchingFailure,Calculations.Estimations_TotalEggs,TotalEggs_Summary
2020,Bollinger 2020,Bollinger 2020 (02),Incubation onset and hatching asynchrony in Eastern Bluebirds: Consequences for eggs and nestlings,PhD Dissertation,Chapter 1 published as Bollinger et al. (2018) = different from this data,NO,NO,NO,2020,YES,YES,2008,2016,Passeriformes,Eastern Bluebird,Sialia_sialis,Sialia_sialis,NA,,LC,Non-threatened,39.6000000,-88.2000000,Wild managed,Natural,Yes,No,2,98,NA,7.00,,,﻿4.48 ± 0.59 to 4.91 ± 0.56,4.695,0.646403726,4.43,106,NA,497.67,469.58,NA,NA,497.67,487.7166,0.98,Percentage/Proportion of eggs that hatched out of eggs laid,Not stated,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2020,Bollinger 2020,Bollinger 2020 (03),Incubation onset and hatching asynchrony in Eastern Bluebirds: Consequences for eggs and nestlings,PhD Dissertation,Chapter 1 published as Bollinger et al. (2018) = different from this data,NO,NO,NO,2020,YES,YES,2010,2015,Passeriformes,Eastern Bluebird,Sialia_sialis,Sialia_sialis,NA,,LC,Non-threatened,39.6000000,-88.2000000,Wild managed,Natural,Yes,No,1,99,NA,95.00,,,﻿4.48 ± 0.59 to 4.91 ± 0.56,4.695,0.646403726,4.43,59,NA,277.005,261.37,NA,NA,277.005,274.23495,0.99,Percentage/Proportion of eggs that hatched out of eggs laid,Not stated,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2018,Bollinger et al. 2018,Bollinger et al. 2018,Partial incubation during egg laying reduces eggshell microbial loads in a temperate-breeding passerine,Journal of Avian Biology,NA,YES,NO,NO,2018,YES,YES,2000,2006,Passeriformes,Eastern Bluebird,Sialia_sialis,Sialia_sialis,NA,,LC,Non-threatened,39.6000000,-88.2000000,Wild managed,Natural,Yes,No,7.6,92.4,0.00,0.00,,,NA,NA,0.646403726,4.43,NA,118,NA,NA,NA,NA,118,109.032,0.924,Not stated,Not stated,NA,NA,NA,Actual total
2017,Bouakkaz et al. 2017,Bouakkaz et al. 2017,"Breeding behaviour of the Kentish plover (Charadrius alexandrinus) in a salt marsh from the Eastern High Plateaux, northeast Algeria",Journal of King Saud University Science,NA,YES,NO,NO,2017,YES,NO,2014,2014,Charadriiformes,Kentish Plover/Snowy Plover,Charadrius_alexandrinus,Charadrius_alexandrinus,NA,,LC,Non-threatened,35.3943330,7.3315470,Wild,Natural,No,No,30.4,69.6,6.40,NA,,,2.71 ± 0.58,2.71,0.474944335,2.985,45,122,121.95,134.325,NA,NA,122,84.912,0.696,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period [aka Hatching Rate],NA,[Hatching Rate] Total number of hatchlings/total number of eggs in nests at hatching,NA,NA,Actual total
2010,Brekke et al. 2010,Brekke et al. 2010,Sensitive males: Inbreeding depression in an endangered bird,Proceedings of the Royal Society B - Biological Sciences,NA,YES,NO,YES,2010,YES,NO,2006,2007,Passeriformes,Stitchbird/Hihi,Notiomystis_cincta,Notiomystis_cincta,NA,,VU,Threatened,-36.6000000,174.8833330,Wild managed,Natural,Yes,Yes,35.4005168,64.5994832,0.00,0.00,,,4.11 ± 0.04,4.11,0.602059991,4,98,387,402.78,392,NA,NA,387,250,0.645994832,Not stated,NA,NA,Exact HS% calculated from text,NA,Actual total
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (01),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Redpoll,Acanthis_flammea,Carduelis_flammea,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,5.583756345,94.41624365,0.00,0.00,,,NA,NA,0.692406235,4.925,68,NA,NA,334.9,NA,NA,334.9,316.2,0.944162437,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (02),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Common Myna,Acridotheres_tristis,Acridotheres_tristis,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,19.24703892,80.75296108,0.00,0.00,,,NA,NA,0.640978057,4.375,14,NA,NA,61.25,NA,NA,61.25,49.46118866,0.807529611,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (03),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Eurasian Skylark/Skylark,Alauda_arvensis,Alauda_arvensis,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,7.106598985,92.89340102,0.00,0.00,,,NA,NA,0.549003262,3.54,44,NA,NA,155.76,NA,NA,155.76,144.6907614,0.92893401,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (04),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Wrybill,Anarhynchus_frontalis,Anarhynchus_frontalis,NA,,VU,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,1.816914498,98.1830855,0.00,0.00,,,NA,NA,0.2955671,1.975,29,NA,NA,57.275,NA,NA,57.275,56.23436222,0.981830855,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (05),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Anseriformes,Auckland Teal/Auckland Island Teal,Anas_aucklandica,Anas_aucklandica,NA,,VU,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,1.737918216,98.26208178,0.00,0.00,,,NA,NA,0.698970004,5,32,NA,NA,160,NA,NA,160,157.2193309,0.982620818,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (06),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Anseriformes,Campbell Teal/Campbell Island Teal,Anas_nesiotis,Anas_nesiotis,NA,,EN,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,11.53345725,88.46654275,0.00,0.00,,3.4,NA,NA,NA,NA,13,NA,NA,NA,44.2,NA,44.2,39.1022119,0.884665428,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from New Zealand Birds Online and number of clutches in Figure 1,Estimated from NZ birds online
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (07),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Anseriformes,Canada Goose,Branta_canadensis,Branta_canadensis,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,25,75,0.00,0.00,,,NA,NA,0.713910354,5.175,141,NA,NA,729.675,NA,NA,729.675,547.25625,0.75,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (08),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Galliformes,California Quail,Callipepla_californica,Callipepla_californica,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,4.653130288,95.34686971,0.00,0.00,,,NA,NA,1.138828792,13.7666665,10,NA,NA,137.666665,NA,NA,137.666665,131.2608557,0.953468697,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (09),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,European Goldfinch,Carduelis_carduelis,Carduelis_carduelis,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,3.72250423,96.27749577,0.00,0.00,,,NA,NA,0.674401813,4.725,420,NA,NA,1984.5,NA,NA,1984.5,1910.626904,0.962774958,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (10),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,European Greenfinch,Carduelis_chloris,Carduelis_chloris,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,7.44500846,92.55499154,0.00,0.00,,,NA,NA,0.675549223,4.7375,109,NA,NA,516.3875,NA,NA,516.3875,477.9424069,0.925549915,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (11),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Northern Red-breasted Plover/Northern New Zealand Dotterel,Charadrius_aquilonius,Charadrius_obscurus,NA,VU (NZTCS = 3 Nationally vulnerable; Status criteria: 1; Trend criteria: 1),NT,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,2.290892193,97.70910781,0.00,0.00,,2.5,NA,NA,NA,NA,24,NA,NA,NA,60,NA,60,58.62546468,0.977091078,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from New Zealand Birds Online and number of clutches in Figure 1,Estimated from NZ birds online
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (12),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Chatham Snipe,Coenocorypha_pusilla,Coenocorypha_pusilla,NA,,VU,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,0.078996283,99.92100372,0.00,0.00,,,NA,NA,0.310693312,2.045,11,NA,NA,22.495,NA,NA,22.495,22.47722979,0.999210037,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (13),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Rook,Corvus_frugilegus,Corvus_frugilegus,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,34.30626058,65.69373942,0.00,0.00,,,NA,NA,0.597969275,3.9625,441,NA,NA,1747.4625,NA,NA,1747.4625,1147.973461,0.656937394,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (14),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Yellowhammer,Emberiza_citrinella,Emberiza_citrinella,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,4.399323181,95.60067682,0.00,0.00,,,NA,NA,0.578779903,3.791228,22,NA,NA,83.407016,NA,NA,83.407016,79.73767181,0.956006768,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (15),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Sphenisciformes,Fiordland Penguin/Fiordland Crested Penguin,Eudyptes_pachyrhynchus,Eudyptes_pachyrhynchus,NA,,VU,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,12.00743494,87.99256506,0.00,0.00,,,NA,NA,0.301029996,2,37,NA,NA,74,NA,NA,74,65.11449814,0.879925651,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (16),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Passeriformes,Common Chaffinch,Fringilla_coelebs,Fringilla_coelebs,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,4.399323181,95.60067682,0.00,0.00,,,NA,NA,0.638489257,4.35,99,NA,NA,430.65,NA,NA,430.65,411.7043147,0.956006768,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 2 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 2,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (17),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Chatham Oystercatcher,Haematopus_chathamensis,Haematopus_chathamensis,NA,,EN,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,13.19237918,86.80762082,0.00,0.00,,,NA,NA,0.462397998,2.9,11,NA,NA,31.9,NA,NA,31.9,27.69163104,0.868076208,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (18),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Variable Oystercatcher,Haematopus_unicolor,Haematopus_unicolor,NA,,LC,Non-threatened,-40.9006000,174.8860000,Wild,Natural,No,No,3.317843866,96.68215613,0.00,0.00,,,NA,NA,0.413718765,2.5925,80,NA,NA,207.4,NA,NA,207.4,200.5187918,0.966821561,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
2004,Briskie & Mackintosh 2004,Briskie & Mackintosh 2004 (19),Hatching failure increases with severity of population bottlenecks in birds,Proceedings of the National Academy of Sciences of the United States of America,Original source unknown,YES,NO,YES,NA,YES,YES,NA,NA,Charadriiformes,Black Stilt/Kakī,Himantopus_novaezelandiae,Himantopus_novaezelandiae,NA,,CR,Threatened,-40.9006000,174.8860000,Wild,Natural,No,No,13.19237918,86.80762082,0.00,0.00,,,NA,NA,0.602059991,4,181,NA,NA,724,NA,NA,724,628.4871747,0.868076208,"Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion, predation, or abiotic factors such as windstorms or floods.",Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitizer,Total eggs estimated based on clutch size from Cooney et al. (2020) and number of clutches in Figure 1,Estimated from Cooney
